Ano,SE,cidade,dengue
2007,49,Cruzeiro.do.Sul,0
2007,50,Cruzeiro.do.Sul,0
2007,51,Cruzeiro.do.Sul,0
2007,52,Cruzeiro.do.Sul,0
2008,1,Cruzeiro.do.Sul,0
2008,2,Cruzeiro.do.Sul,0
2008,3,Cruzeiro.do.Sul,0
2008,4,Cruzeiro.do.Sul,0
2008,5,Cruzeiro.do.Sul,0
2008,6,Cruzeiro.do.Sul,0
2008,7,Cruzeiro.do.Sul,0
2008,8,Cruzeiro.do.Sul,0
2008,9,Cruzeiro.do.Sul,0
2008,10,Cruzeiro.do.Sul,0
2008,11,Cruzeiro.do.Sul,0
2008,12,Cruzeiro.do.Sul,0
2008,13,Cruzeiro.do.Sul,0
2008,14,Cruzeiro.do.Sul,0
2008,15,Cruzeiro.do.Sul,0
2008,16,Cruzeiro.do.Sul,0
2008,17,Cruzeiro.do.Sul,0
2008,18,Cruzeiro.do.Sul,0
2008,19,Cruzeiro.do.Sul,0
2008,20,Cruzeiro.do.Sul,0
2008,21,Cruzeiro.do.Sul,0
2008,22,Cruzeiro.do.Sul,0
2008,23,Cruzeiro.do.Sul,0
2008,24,Cruzeiro.do.Sul,0
2008,25,Cruzeiro.do.Sul,0
2008,26,Cruzeiro.do.Sul,0
2008,27,Cruzeiro.do.Sul,0
2008,28,Cruzeiro.do.Sul,0
2008,29,Cruzeiro.do.Sul,0
2008,30,Cruzeiro.do.Sul,0
2008,31,Cruzeiro.do.Sul,0
2008,32,Cruzeiro.do.Sul,0
2008,33,Cruzeiro.do.Sul,0
2008,34,Cruzeiro.do.Sul,0
2008,35,Cruzeiro.do.Sul,0
2008,36,Cruzeiro.do.Sul,0
2008,37,Cruzeiro.do.Sul,0
2008,38,Cruzeiro.do.Sul,1
2008,39,Cruzeiro.do.Sul,0
2008,40,Cruzeiro.do.Sul,0
2008,41,Cruzeiro.do.Sul,0
2008,42,Cruzeiro.do.Sul,0
2008,43,Cruzeiro.do.Sul,0
2008,44,Cruzeiro.do.Sul,0
2008,45,Cruzeiro.do.Sul,0
2008,46,Cruzeiro.do.Sul,0
2008,47,Cruzeiro.do.Sul,0
2008,48,Cruzeiro.do.Sul,0
2008,49,Cruzeiro.do.Sul,0
2008,50,Cruzeiro.do.Sul,0
2008,51,Cruzeiro.do.Sul,0
2008,52,Cruzeiro.do.Sul,0
2008,53,Cruzeiro.do.Sul,0
2009,1,Cruzeiro.do.Sul,0
2009,2,Cruzeiro.do.Sul,0
2009,3,Cruzeiro.do.Sul,1
2009,4,Cruzeiro.do.Sul,5
2009,5,Cruzeiro.do.Sul,2
2009,6,Cruzeiro.do.Sul,0
2009,7,Cruzeiro.do.Sul,6
2009,8,Cruzeiro.do.Sul,2
2009,9,Cruzeiro.do.Sul,4
2009,10,Cruzeiro.do.Sul,2
2009,11,Cruzeiro.do.Sul,1
2009,12,Cruzeiro.do.Sul,2
2009,13,Cruzeiro.do.Sul,4
2009,14,Cruzeiro.do.Sul,0
2009,15,Cruzeiro.do.Sul,0
2009,16,Cruzeiro.do.Sul,2
2009,17,Cruzeiro.do.Sul,1
2009,18,Cruzeiro.do.Sul,3
2009,19,Cruzeiro.do.Sul,0
2009,20,Cruzeiro.do.Sul,0
2009,21,Cruzeiro.do.Sul,0
2009,22,Cruzeiro.do.Sul,0
2009,23,Cruzeiro.do.Sul,0
2009,24,Cruzeiro.do.Sul,0
2009,25,Cruzeiro.do.Sul,0
2009,26,Cruzeiro.do.Sul,0
2009,27,Cruzeiro.do.Sul,1
2009,28,Cruzeiro.do.Sul,0
2009,29,Cruzeiro.do.Sul,0
2009,30,Cruzeiro.do.Sul,0
2009,31,Cruzeiro.do.Sul,0
2009,32,Cruzeiro.do.Sul,0
2009,33,Cruzeiro.do.Sul,0
2009,34,Cruzeiro.do.Sul,0
2009,35,Cruzeiro.do.Sul,0
2009,36,Cruzeiro.do.Sul,0
2009,37,Cruzeiro.do.Sul,0
2009,38,Cruzeiro.do.Sul,0
2009,39,Cruzeiro.do.Sul,0
2009,40,Cruzeiro.do.Sul,0
2009,41,Cruzeiro.do.Sul,1
2009,42,Cruzeiro.do.Sul,1
2009,43,Cruzeiro.do.Sul,0
2009,44,Cruzeiro.do.Sul,1
2009,45,Cruzeiro.do.Sul,0
2009,46,Cruzeiro.do.Sul,0
2009,47,Cruzeiro.do.Sul,0
2009,48,Cruzeiro.do.Sul,1
2009,49,Cruzeiro.do.Sul,0
2009,50,Cruzeiro.do.Sul,1
2009,51,Cruzeiro.do.Sul,0
2009,52,Cruzeiro.do.Sul,0
2010,1,Cruzeiro.do.Sul,1
2010,2,Cruzeiro.do.Sul,6
2010,3,Cruzeiro.do.Sul,4
2010,4,Cruzeiro.do.Sul,5
2010,5,Cruzeiro.do.Sul,10
2010,6,Cruzeiro.do.Sul,9
2010,7,Cruzeiro.do.Sul,4
2010,8,Cruzeiro.do.Sul,1
2010,9,Cruzeiro.do.Sul,1
2010,10,Cruzeiro.do.Sul,3
2010,11,Cruzeiro.do.Sul,1
2010,12,Cruzeiro.do.Sul,2
2010,13,Cruzeiro.do.Sul,0
2010,14,Cruzeiro.do.Sul,3
2010,15,Cruzeiro.do.Sul,1
2010,16,Cruzeiro.do.Sul,1
2010,17,Cruzeiro.do.Sul,0
2010,18,Cruzeiro.do.Sul,2
2010,19,Cruzeiro.do.Sul,2
2010,20,Cruzeiro.do.Sul,0
2010,21,Cruzeiro.do.Sul,1
2010,22,Cruzeiro.do.Sul,1
2010,23,Cruzeiro.do.Sul,2
2010,24,Cruzeiro.do.Sul,0
2010,25,Cruzeiro.do.Sul,3
2010,26,Cruzeiro.do.Sul,0
2010,27,Cruzeiro.do.Sul,0
2010,28,Cruzeiro.do.Sul,1
2010,29,Cruzeiro.do.Sul,3
2010,30,Cruzeiro.do.Sul,2
2010,31,Cruzeiro.do.Sul,0
2010,32,Cruzeiro.do.Sul,0
2010,33,Cruzeiro.do.Sul,0
2010,34,Cruzeiro.do.Sul,0
2010,35,Cruzeiro.do.Sul,0
2010,36,Cruzeiro.do.Sul,2
2010,37,Cruzeiro.do.Sul,0
2010,38,Cruzeiro.do.Sul,0
2010,39,Cruzeiro.do.Sul,0
2010,40,Cruzeiro.do.Sul,1
2010,41,Cruzeiro.do.Sul,0
2010,42,Cruzeiro.do.Sul,2
2010,43,Cruzeiro.do.Sul,1
2010,44,Cruzeiro.do.Sul,0
2010,45,Cruzeiro.do.Sul,0
2010,46,Cruzeiro.do.Sul,2
2010,47,Cruzeiro.do.Sul,0
2010,48,Cruzeiro.do.Sul,1
2010,49,Cruzeiro.do.Sul,3
2010,50,Cruzeiro.do.Sul,4
2010,51,Cruzeiro.do.Sul,4
2010,52,Cruzeiro.do.Sul,7
2011,1,Cruzeiro.do.Sul,2
2011,2,Cruzeiro.do.Sul,4
2011,3,Cruzeiro.do.Sul,9
2011,4,Cruzeiro.do.Sul,11
2011,5,Cruzeiro.do.Sul,7
2011,6,Cruzeiro.do.Sul,7
2011,7,Cruzeiro.do.Sul,6
2011,8,Cruzeiro.do.Sul,7
2011,9,Cruzeiro.do.Sul,2
2011,10,Cruzeiro.do.Sul,7
2011,11,Cruzeiro.do.Sul,6
2011,12,Cruzeiro.do.Sul,8
2011,13,Cruzeiro.do.Sul,6
2011,14,Cruzeiro.do.Sul,2
2011,15,Cruzeiro.do.Sul,2
2011,16,Cruzeiro.do.Sul,1
2011,17,Cruzeiro.do.Sul,3
2011,18,Cruzeiro.do.Sul,3
2011,19,Cruzeiro.do.Sul,3
2011,20,Cruzeiro.do.Sul,3
2011,21,Cruzeiro.do.Sul,3
2011,22,Cruzeiro.do.Sul,1
2011,23,Cruzeiro.do.Sul,0
2011,24,Cruzeiro.do.Sul,1
2011,25,Cruzeiro.do.Sul,1
2011,26,Cruzeiro.do.Sul,2
2011,27,Cruzeiro.do.Sul,0
2011,28,Cruzeiro.do.Sul,0
2011,29,Cruzeiro.do.Sul,0
2011,30,Cruzeiro.do.Sul,1
2011,31,Cruzeiro.do.Sul,0
2011,32,Cruzeiro.do.Sul,2
2011,33,Cruzeiro.do.Sul,0
2011,34,Cruzeiro.do.Sul,0
2011,35,Cruzeiro.do.Sul,1
2011,36,Cruzeiro.do.Sul,0
2011,37,Cruzeiro.do.Sul,0
2011,38,Cruzeiro.do.Sul,0
2011,39,Cruzeiro.do.Sul,0
2011,40,Cruzeiro.do.Sul,3
2011,41,Cruzeiro.do.Sul,0
2011,42,Cruzeiro.do.Sul,0
2011,43,Cruzeiro.do.Sul,0
2011,44,Cruzeiro.do.Sul,0
2011,45,Cruzeiro.do.Sul,0
2011,46,Cruzeiro.do.Sul,0
2011,47,Cruzeiro.do.Sul,0
2011,48,Cruzeiro.do.Sul,0
2011,49,Cruzeiro.do.Sul,1
2011,50,Cruzeiro.do.Sul,0
2011,51,Cruzeiro.do.Sul,2
2011,52,Cruzeiro.do.Sul,5
2012,1,Cruzeiro.do.Sul,4
2012,2,Cruzeiro.do.Sul,1
2012,3,Cruzeiro.do.Sul,2
2012,4,Cruzeiro.do.Sul,1
2012,5,Cruzeiro.do.Sul,0
2012,6,Cruzeiro.do.Sul,4
2012,7,Cruzeiro.do.Sul,3
2012,8,Cruzeiro.do.Sul,1
2012,9,Cruzeiro.do.Sul,2
2012,10,Cruzeiro.do.Sul,1
2012,11,Cruzeiro.do.Sul,0
2012,12,Cruzeiro.do.Sul,0
2012,13,Cruzeiro.do.Sul,1
2012,14,Cruzeiro.do.Sul,1
2012,15,Cruzeiro.do.Sul,0
2012,16,Cruzeiro.do.Sul,0
2012,17,Cruzeiro.do.Sul,0
2012,18,Cruzeiro.do.Sul,0
2012,19,Cruzeiro.do.Sul,0
2012,20,Cruzeiro.do.Sul,2
2012,21,Cruzeiro.do.Sul,0
2012,22,Cruzeiro.do.Sul,2
2012,23,Cruzeiro.do.Sul,1
2012,24,Cruzeiro.do.Sul,1
2012,25,Cruzeiro.do.Sul,0
2012,26,Cruzeiro.do.Sul,0
2012,27,Cruzeiro.do.Sul,0
2012,28,Cruzeiro.do.Sul,1
2012,29,Cruzeiro.do.Sul,1
2012,30,Cruzeiro.do.Sul,1
2012,31,Cruzeiro.do.Sul,1
2012,32,Cruzeiro.do.Sul,0
2012,33,Cruzeiro.do.Sul,0
2012,34,Cruzeiro.do.Sul,0
2012,35,Cruzeiro.do.Sul,0
2012,36,Cruzeiro.do.Sul,0
2012,37,Cruzeiro.do.Sul,0
2012,38,Cruzeiro.do.Sul,1
2012,39,Cruzeiro.do.Sul,0
2012,40,Cruzeiro.do.Sul,0
2012,41,Cruzeiro.do.Sul,0
2012,42,Cruzeiro.do.Sul,0
2012,43,Cruzeiro.do.Sul,0
2012,44,Cruzeiro.do.Sul,2
2012,45,Cruzeiro.do.Sul,0
2012,46,Cruzeiro.do.Sul,1
2012,47,Cruzeiro.do.Sul,0
2012,48,Cruzeiro.do.Sul,1
2012,49,Cruzeiro.do.Sul,0
2012,50,Cruzeiro.do.Sul,1
2012,51,Cruzeiro.do.Sul,3
2012,52,Cruzeiro.do.Sul,1
2013,1,Cruzeiro.do.Sul,2
2013,2,Cruzeiro.do.Sul,4
2013,3,Cruzeiro.do.Sul,2
2013,4,Cruzeiro.do.Sul,3
2013,5,Cruzeiro.do.Sul,4
2013,6,Cruzeiro.do.Sul,2
2013,7,Cruzeiro.do.Sul,1
2013,8,Cruzeiro.do.Sul,4
2013,9,Cruzeiro.do.Sul,4
2013,10,Cruzeiro.do.Sul,2
2013,11,Cruzeiro.do.Sul,0
2013,12,Cruzeiro.do.Sul,2
2013,13,Cruzeiro.do.Sul,3
2013,14,Cruzeiro.do.Sul,0
2013,15,Cruzeiro.do.Sul,1
2013,16,Cruzeiro.do.Sul,2
2013,17,Cruzeiro.do.Sul,2
2013,18,Cruzeiro.do.Sul,0
2013,19,Cruzeiro.do.Sul,0
2013,20,Cruzeiro.do.Sul,0
2013,21,Cruzeiro.do.Sul,0
2013,22,Cruzeiro.do.Sul,0
2013,23,Cruzeiro.do.Sul,0
2013,24,Cruzeiro.do.Sul,0
2013,25,Cruzeiro.do.Sul,0
2013,26,Cruzeiro.do.Sul,0
2013,27,Cruzeiro.do.Sul,1
2013,28,Cruzeiro.do.Sul,2
2013,29,Cruzeiro.do.Sul,0
2013,30,Cruzeiro.do.Sul,202
2013,31,Cruzeiro.do.Sul,0
2013,32,Cruzeiro.do.Sul,3
2013,33,Cruzeiro.do.Sul,1
2013,34,Cruzeiro.do.Sul,0
2013,35,Cruzeiro.do.Sul,0
2013,36,Cruzeiro.do.Sul,1092
2013,37,Cruzeiro.do.Sul,1
2013,38,Cruzeiro.do.Sul,2
2013,39,Cruzeiro.do.Sul,0
2013,40,Cruzeiro.do.Sul,0
2013,41,Cruzeiro.do.Sul,0
2013,42,Cruzeiro.do.Sul,0
2013,43,Cruzeiro.do.Sul,1
2013,44,Cruzeiro.do.Sul,1
2013,45,Cruzeiro.do.Sul,2
2013,46,Cruzeiro.do.Sul,1
2013,47,Cruzeiro.do.Sul,0
2013,48,Cruzeiro.do.Sul,1
2013,49,Cruzeiro.do.Sul,1
2013,50,Cruzeiro.do.Sul,1
2013,51,Cruzeiro.do.Sul,1
2013,52,Cruzeiro.do.Sul,0
2014,1,Cruzeiro.do.Sul,4
2014,2,Cruzeiro.do.Sul,4
2014,3,Cruzeiro.do.Sul,3
2014,4,Cruzeiro.do.Sul,2
2014,5,Cruzeiro.do.Sul,1
2014,6,Cruzeiro.do.Sul,3
2014,7,Cruzeiro.do.Sul,1
2014,8,Cruzeiro.do.Sul,3
2014,9,Cruzeiro.do.Sul,7
2014,10,Cruzeiro.do.Sul,12
2014,11,Cruzeiro.do.Sul,40
2014,12,Cruzeiro.do.Sul,82
2014,13,Cruzeiro.do.Sul,39
2014,14,Cruzeiro.do.Sul,56
2014,15,Cruzeiro.do.Sul,56
2014,16,Cruzeiro.do.Sul,49
2014,17,Cruzeiro.do.Sul,65
2014,18,Cruzeiro.do.Sul,66
2014,19,Cruzeiro.do.Sul,136
2014,20,Cruzeiro.do.Sul,111
2014,21,Cruzeiro.do.Sul,137
2014,22,Cruzeiro.do.Sul,147
2014,23,Cruzeiro.do.Sul,132
2014,24,Cruzeiro.do.Sul,144
2014,25,Cruzeiro.do.Sul,101
2014,26,Cruzeiro.do.Sul,138
2014,27,Cruzeiro.do.Sul,135
2014,28,Cruzeiro.do.Sul,124
2014,29,Cruzeiro.do.Sul,154
2014,30,Cruzeiro.do.Sul,0
2014,31,Cruzeiro.do.Sul,226
2014,32,Cruzeiro.do.Sul,274
2014,33,Cruzeiro.do.Sul,232
2014,34,Cruzeiro.do.Sul,461
2014,35,Cruzeiro.do.Sul,863
2014,36,Cruzeiro.do.Sul,0
2014,37,Cruzeiro.do.Sul,1618
2014,38,Cruzeiro.do.Sul,1922
2014,39,Cruzeiro.do.Sul,2005
2014,40,Cruzeiro.do.Sul,2308
2014,41,Cruzeiro.do.Sul,1927
2014,42,Cruzeiro.do.Sul,1969
2014,43,Cruzeiro.do.Sul,2072
2014,44,Cruzeiro.do.Sul,1472
2014,45,Cruzeiro.do.Sul,1547
2014,46,Cruzeiro.do.Sul,1391
2014,47,Cruzeiro.do.Sul,1447
2014,48,Cruzeiro.do.Sul,1485
2014,49,Cruzeiro.do.Sul,1238
2014,50,Cruzeiro.do.Sul,994
2014,51,Cruzeiro.do.Sul,901
2014,52,Cruzeiro.do.Sul,536
2014,53,Cruzeiro.do.Sul,324
2015,1,Cruzeiro.do.Sul,727
2015,2,Cruzeiro.do.Sul,782
2015,3,Cruzeiro.do.Sul,789
2015,4,Cruzeiro.do.Sul,604
2015,5,Cruzeiro.do.Sul,504
2015,6,Cruzeiro.do.Sul,480
2015,7,Cruzeiro.do.Sul,360
2015,8,Cruzeiro.do.Sul,367
2015,9,Cruzeiro.do.Sul,311
2015,10,Cruzeiro.do.Sul,231
2015,11,Cruzeiro.do.Sul,203
2015,12,Cruzeiro.do.Sul,249
2015,13,Cruzeiro.do.Sul,0
2015,14,Cruzeiro.do.Sul,219
2015,15,Cruzeiro.do.Sul,250
2015,16,Cruzeiro.do.Sul,220
2015,17,Cruzeiro.do.Sul,207
2015,18,Cruzeiro.do.Sul,198
2015,19,Cruzeiro.do.Sul,120
2015,20,Cruzeiro.do.Sul,160
2015,21,Cruzeiro.do.Sul,121
2015,22,Cruzeiro.do.Sul,60
2015,23,Cruzeiro.do.Sul,70
2015,24,Cruzeiro.do.Sul,60
2015,25,Cruzeiro.do.Sul,61
2015,26,Cruzeiro.do.Sul,53
2000,27,Epitaciolandia,0
2000,28,Epitaciolandia,0
2000,29,Epitaciolandia,0
2000,30,Epitaciolandia,0
2000,31,Epitaciolandia,0
2000,32,Epitaciolandia,0
2000,33,Epitaciolandia,0
2000,34,Epitaciolandia,0
2000,35,Epitaciolandia,0
2000,36,Epitaciolandia,0
2000,37,Epitaciolandia,0
2000,38,Epitaciolandia,0
2000,39,Epitaciolandia,0
2000,40,Epitaciolandia,0
2000,41,Epitaciolandia,0
2000,42,Epitaciolandia,0
2000,43,Epitaciolandia,0
2000,44,Epitaciolandia,0
2000,45,Epitaciolandia,0
2000,46,Epitaciolandia,0
2000,47,Epitaciolandia,0
2000,48,Epitaciolandia,7
2000,49,Epitaciolandia,0
2000,50,Epitaciolandia,2
2000,51,Epitaciolandia,0
2000,52,Epitaciolandia,0
2001,1,Epitaciolandia,0
2001,2,Epitaciolandia,2
2001,3,Epitaciolandia,0
2001,4,Epitaciolandia,7
2001,5,Epitaciolandia,3
2001,6,Epitaciolandia,6
2001,7,Epitaciolandia,5
2001,8,Epitaciolandia,4
2001,9,Epitaciolandia,0
2001,10,Epitaciolandia,0
2001,11,Epitaciolandia,2
2001,12,Epitaciolandia,0
2001,13,Epitaciolandia,1
2001,14,Epitaciolandia,0
2001,15,Epitaciolandia,1
2001,16,Epitaciolandia,1
2001,17,Epitaciolandia,1
2001,18,Epitaciolandia,0
2001,19,Epitaciolandia,0
2001,20,Epitaciolandia,0
2001,21,Epitaciolandia,0
2001,22,Epitaciolandia,0
2001,23,Epitaciolandia,0
2001,24,Epitaciolandia,0
2001,25,Epitaciolandia,0
2001,26,Epitaciolandia,0
2001,27,Epitaciolandia,1
2001,28,Epitaciolandia,1
2001,29,Epitaciolandia,0
2001,30,Epitaciolandia,0
2001,31,Epitaciolandia,0
2001,32,Epitaciolandia,0
2001,33,Epitaciolandia,0
2001,34,Epitaciolandia,0
2001,35,Epitaciolandia,0
2001,36,Epitaciolandia,0
2001,37,Epitaciolandia,0
2001,38,Epitaciolandia,0
2001,39,Epitaciolandia,0
2001,40,Epitaciolandia,0
2001,41,Epitaciolandia,0
2001,42,Epitaciolandia,0
2001,43,Epitaciolandia,0
2001,44,Epitaciolandia,0
2001,45,Epitaciolandia,0
2001,46,Epitaciolandia,0
2001,47,Epitaciolandia,0
2001,48,Epitaciolandia,0
2001,49,Epitaciolandia,0
2001,50,Epitaciolandia,0
2001,51,Epitaciolandia,0
2001,52,Epitaciolandia,0
2002,1,Epitaciolandia,0
2002,2,Epitaciolandia,0
2002,3,Epitaciolandia,0
2002,4,Epitaciolandia,0
2002,5,Epitaciolandia,0
2002,6,Epitaciolandia,0
2002,7,Epitaciolandia,0
2002,8,Epitaciolandia,0
2002,9,Epitaciolandia,0
2002,10,Epitaciolandia,0
2002,11,Epitaciolandia,0
2002,12,Epitaciolandia,0
2002,13,Epitaciolandia,0
2002,14,Epitaciolandia,0
2002,15,Epitaciolandia,0
2002,16,Epitaciolandia,0
2002,17,Epitaciolandia,0
2002,18,Epitaciolandia,0
2002,19,Epitaciolandia,0
2002,20,Epitaciolandia,0
2002,21,Epitaciolandia,0
2002,22,Epitaciolandia,0
2002,23,Epitaciolandia,0
2002,24,Epitaciolandia,0
2002,25,Epitaciolandia,0
2002,26,Epitaciolandia,0
2002,27,Epitaciolandia,0
2002,28,Epitaciolandia,0
2002,29,Epitaciolandia,0
2002,30,Epitaciolandia,0
2002,31,Epitaciolandia,0
2002,32,Epitaciolandia,0
2002,33,Epitaciolandia,0
2002,34,Epitaciolandia,0
2002,35,Epitaciolandia,0
2002,36,Epitaciolandia,0
2002,37,Epitaciolandia,0
2002,38,Epitaciolandia,0
2002,39,Epitaciolandia,0
2002,40,Epitaciolandia,0
2002,41,Epitaciolandia,0
2002,42,Epitaciolandia,0
2002,43,Epitaciolandia,0
2002,44,Epitaciolandia,0
2002,45,Epitaciolandia,0
2002,46,Epitaciolandia,0
2002,47,Epitaciolandia,0
2002,48,Epitaciolandia,0
2002,49,Epitaciolandia,0
2002,50,Epitaciolandia,0
2002,51,Epitaciolandia,0
2002,52,Epitaciolandia,0
2003,1,Epitaciolandia,0
2003,2,Epitaciolandia,0
2003,3,Epitaciolandia,3
2003,4,Epitaciolandia,2
2003,5,Epitaciolandia,0
2003,6,Epitaciolandia,0
2003,7,Epitaciolandia,0
2003,8,Epitaciolandia,0
2003,9,Epitaciolandia,1
2003,10,Epitaciolandia,0
2003,11,Epitaciolandia,0
2003,12,Epitaciolandia,0
2003,13,Epitaciolandia,0
2003,14,Epitaciolandia,2
2003,15,Epitaciolandia,2
2003,16,Epitaciolandia,0
2003,17,Epitaciolandia,0
2003,18,Epitaciolandia,0
2003,19,Epitaciolandia,0
2003,20,Epitaciolandia,0
2003,21,Epitaciolandia,0
2003,22,Epitaciolandia,0
2003,23,Epitaciolandia,0
2003,24,Epitaciolandia,1
2003,25,Epitaciolandia,0
2003,26,Epitaciolandia,1
2003,27,Epitaciolandia,0
2003,28,Epitaciolandia,1
2003,29,Epitaciolandia,0
2003,30,Epitaciolandia,0
2003,31,Epitaciolandia,0
2003,32,Epitaciolandia,0
2003,33,Epitaciolandia,0
2003,34,Epitaciolandia,0
2003,35,Epitaciolandia,0
2003,36,Epitaciolandia,0
2003,37,Epitaciolandia,0
2003,38,Epitaciolandia,0
2003,39,Epitaciolandia,0
2003,40,Epitaciolandia,0
2003,41,Epitaciolandia,0
2003,42,Epitaciolandia,0
2003,43,Epitaciolandia,0
2003,44,Epitaciolandia,0
2003,45,Epitaciolandia,0
2003,46,Epitaciolandia,0
2003,47,Epitaciolandia,0
2003,48,Epitaciolandia,0
2003,49,Epitaciolandia,41
2003,50,Epitaciolandia,13
2003,51,Epitaciolandia,4
2003,52,Epitaciolandia,0
2003,53,Epitaciolandia,0
2004,1,Epitaciolandia,3
2004,2,Epitaciolandia,2
2004,3,Epitaciolandia,1
2004,4,Epitaciolandia,0
2004,5,Epitaciolandia,3
2004,6,Epitaciolandia,0
2004,7,Epitaciolandia,0
2004,8,Epitaciolandia,2
2004,9,Epitaciolandia,0
2004,10,Epitaciolandia,2
2004,11,Epitaciolandia,9
2004,12,Epitaciolandia,0
2004,13,Epitaciolandia,0
2004,14,Epitaciolandia,0
2004,15,Epitaciolandia,0
2004,16,Epitaciolandia,0
2004,17,Epitaciolandia,3
2004,18,Epitaciolandia,1
2004,19,Epitaciolandia,1
2004,20,Epitaciolandia,1
2004,21,Epitaciolandia,0
2004,22,Epitaciolandia,2
2004,23,Epitaciolandia,0
2004,24,Epitaciolandia,2
2004,25,Epitaciolandia,2
2004,26,Epitaciolandia,4
2004,27,Epitaciolandia,1
2004,28,Epitaciolandia,4
2004,29,Epitaciolandia,1
2004,30,Epitaciolandia,2
2004,31,Epitaciolandia,1
2004,32,Epitaciolandia,0
2004,33,Epitaciolandia,1
2004,34,Epitaciolandia,2
2004,35,Epitaciolandia,11
2004,36,Epitaciolandia,6
2004,37,Epitaciolandia,15
2004,38,Epitaciolandia,9
2004,39,Epitaciolandia,1
2004,40,Epitaciolandia,10
2004,41,Epitaciolandia,7
2004,42,Epitaciolandia,10
2004,43,Epitaciolandia,7
2004,44,Epitaciolandia,2
2004,45,Epitaciolandia,14
2004,46,Epitaciolandia,8
2004,47,Epitaciolandia,8
2004,48,Epitaciolandia,11
2004,49,Epitaciolandia,6
2004,50,Epitaciolandia,24
2004,51,Epitaciolandia,9
2004,52,Epitaciolandia,0
2005,1,Epitaciolandia,8
2005,2,Epitaciolandia,13
2005,3,Epitaciolandia,8
2005,4,Epitaciolandia,15
2005,5,Epitaciolandia,31
2005,6,Epitaciolandia,3
2005,7,Epitaciolandia,1
2005,8,Epitaciolandia,7
2005,9,Epitaciolandia,2
2005,10,Epitaciolandia,0
2005,11,Epitaciolandia,1
2005,12,Epitaciolandia,2
2005,13,Epitaciolandia,1
2005,14,Epitaciolandia,0
2005,15,Epitaciolandia,1
2005,16,Epitaciolandia,0
2005,17,Epitaciolandia,0
2005,18,Epitaciolandia,0
2005,19,Epitaciolandia,1
2005,20,Epitaciolandia,0
2005,21,Epitaciolandia,0
2005,22,Epitaciolandia,2
2005,23,Epitaciolandia,0
2005,24,Epitaciolandia,0
2005,25,Epitaciolandia,0
2005,26,Epitaciolandia,0
2005,27,Epitaciolandia,0
2005,28,Epitaciolandia,1
2005,29,Epitaciolandia,0
2005,30,Epitaciolandia,0
2005,31,Epitaciolandia,0
2005,32,Epitaciolandia,0
2005,33,Epitaciolandia,0
2005,34,Epitaciolandia,0
2005,35,Epitaciolandia,0
2005,36,Epitaciolandia,0
2005,37,Epitaciolandia,0
2005,38,Epitaciolandia,0
2005,39,Epitaciolandia,0
2005,40,Epitaciolandia,0
2005,41,Epitaciolandia,0
2005,42,Epitaciolandia,0
2005,43,Epitaciolandia,0
2005,44,Epitaciolandia,0
2005,45,Epitaciolandia,0
2005,46,Epitaciolandia,0
2005,47,Epitaciolandia,0
2005,48,Epitaciolandia,0
2005,49,Epitaciolandia,0
2005,50,Epitaciolandia,0
2005,51,Epitaciolandia,0
2005,52,Epitaciolandia,0
2006,1,Epitaciolandia,0
2006,2,Epitaciolandia,0
2006,3,Epitaciolandia,0
2006,4,Epitaciolandia,0
2006,5,Epitaciolandia,0
2006,6,Epitaciolandia,0
2006,7,Epitaciolandia,0
2006,8,Epitaciolandia,0
2006,9,Epitaciolandia,0
2006,10,Epitaciolandia,0
2006,11,Epitaciolandia,0
2006,12,Epitaciolandia,0
2006,13,Epitaciolandia,1
2006,14,Epitaciolandia,0
2006,15,Epitaciolandia,0
2006,16,Epitaciolandia,0
2006,17,Epitaciolandia,0
2006,18,Epitaciolandia,0
2006,19,Epitaciolandia,0
2006,20,Epitaciolandia,0
2006,21,Epitaciolandia,0
2006,22,Epitaciolandia,0
2006,23,Epitaciolandia,0
2006,24,Epitaciolandia,0
2006,25,Epitaciolandia,1
2006,26,Epitaciolandia,0
2006,27,Epitaciolandia,1
2006,28,Epitaciolandia,0
2006,29,Epitaciolandia,0
2006,30,Epitaciolandia,0
2006,31,Epitaciolandia,0
2006,32,Epitaciolandia,0
2006,33,Epitaciolandia,0
2006,34,Epitaciolandia,0
2006,35,Epitaciolandia,0
2006,36,Epitaciolandia,0
2006,37,Epitaciolandia,0
2006,38,Epitaciolandia,0
2006,39,Epitaciolandia,1
2006,40,Epitaciolandia,0
2006,41,Epitaciolandia,0
2006,42,Epitaciolandia,0
2006,43,Epitaciolandia,0
2006,44,Epitaciolandia,0
2006,45,Epitaciolandia,0
2006,46,Epitaciolandia,0
2006,47,Epitaciolandia,0
2006,48,Epitaciolandia,2
2006,49,Epitaciolandia,1
2006,50,Epitaciolandia,0
2006,51,Epitaciolandia,0
2006,52,Epitaciolandia,1
2007,1,Epitaciolandia,4
2007,2,Epitaciolandia,1
2007,3,Epitaciolandia,4
2007,4,Epitaciolandia,4
2007,5,Epitaciolandia,13
2007,6,Epitaciolandia,13
2007,7,Epitaciolandia,8
2007,8,Epitaciolandia,6
2007,9,Epitaciolandia,10
2007,10,Epitaciolandia,16
2007,11,Epitaciolandia,18
2007,12,Epitaciolandia,11
2007,13,Epitaciolandia,18
2007,14,Epitaciolandia,15
